# cell_data_id, row_data_id, sheet_config_id, Submission Date, Submitted By, ExperimentID, SiteID, StrainID, SourceID, BatchID, DATETIME, Sample Time, Hours After Innoc _Batch_, Days After Innoc _Batch_, Experiment Duration _Days_, PondID, Depth _cm_, pH _manual_, Salinity _manual_, Temp _manual_, NO3 -N mg_L _1_, NO3 -N mg_L _2_, NO3 -N mg_L _3_, NO3 -N mg_L Avg, NO3 -N mg_L Stdev, NO3 -N mg_L RSD, PO4 mg P_L dup1, PO4 mg P_L dup2, PO4 - P mg _L dup3, PO4 - P mg_L Avg, PO4 mg P_L Stdev, PO4 mg P_L RSD, N_P, Analytical Sample Pulled _1 - yes_ blank-no_, Volume Pulled for Analytical Sample _L_, Analytical Sample ID, Freeze Dried Biomass for Analytical _g_, TrackingID, filter ID dup 1, filter ID dup 2, filter ID dup 3, mL filtered dup 1, mL filtered dup 2, mL filtered dup 3, filter _g_ dup 1, filter _g_ dup 2, filter _g_ dup 3, filter + biomass _g_ dup 1, filter + biomass _g_ dup 2, filter + biomass _g_ dup 3, filter + ash _g_ dup 1, filter + ash _g_ dup 2, filter + ash _g_ dup 3, biomass _g_ dup 1, biomass _g_ dup 2, biomass _g_ dup 3, ash _g_ dup 1, ash _g_ dup 2, ash _g_ dup 3, dw _g_L_ dup 1, dw _g_L_ dup 2, dw _g_L_ dup 3, Average DW _g_L_, STDEV DW, RSD DW, afdw _g_L_ dup 1, afdw _g_L_ dup 2, afdw _g_L_ dup 3, Average AFDW _g_L_, STDEV AFDW, RSD AFDW, %ASH dup 1, %ASH dup 2, %ASH dup 3, %ASH, initials, Optical Density Dilution Multiplication Factor, OD750 dup 1, OD750 dup 2, OD750 dup 3, Average OD750, OD750 %RSD, lnOD, OD750 Initials
10973, 155133, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-06 16:00:00, 1899-12-31 16:00:00, 648.499999999884, 27.0208333333285, 27.0208333333285, POND5, 24.9, 7.98, 30.3, 27.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10974, 155134, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-06 16:00:00, 1899-12-31 16:00:00, 648.499999999884, 27.0208333333285, 27.0208333333285, POND6, 25, , 33.2, 27.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10975, 155135, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 08:00:00, 1899-12-31 08:00:00, 664.5, 27.6875, 27.6875, POND1, 24.5, 7.75, 32.2, 22.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10, 0.08, 0.089, 0.091, 0.866666666666667, 0.676092147355651, -0.143100843640673, 
10976, 155136, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 08:00:00, 1899-12-31 08:00:00, 664.5, 27.6875, 27.6875, POND2, 24.8, 8.1, 30.9, 22.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10, 0.123, 0.125, 0.127, 1.25, 0.16, 0.22314355131421, 
10977, 155137, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 08:00:00, 1899-12-31 08:00:00, 664.5, 27.6875, 27.6875, POND3, 24.3, 7.73, 32.3, 22.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10, 0.058, 0.053, 0.053, 0.546666666666667, 0.528064270600268, -0.603916046832003, 
10978, 155138, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 08:00:00, 1899-12-31 08:00:00, 664.5, 27.6875, 27.6875, POND4, 24.7, 8.29, 32.3, 22.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10, 0.085, 0.079, 0.085, 0.83, 0.417361640378043, -0.186329578191493, 
10979, 155139, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 08:00:00, 1899-12-31 08:00:00, 664.5, 27.6875, 27.6875, POND5, 24.4, 7.74, 31, 22.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10, 0.089, 0.09, 0.091, 0.9, 0.111111111111111, -0.105360515657826, 
10980, 155140, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 08:00:00, 1899-12-31 08:00:00, 664.5, 27.6875, 27.6875, POND6, 24.4, 8.1, 33.9, 22.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10, 0.083, 0.082, 0.087, 0.84, 0.314970394174355, -0.174353387144778, 
10981, 155141, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 15:30:00, 1899-12-31 15:30:00, 672, 28, 28, POND1, 24.9, 7.95, 32, 27.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10982, 155142, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 15:30:00, 1899-12-31 15:30:00, 672, 28, 28, POND2, 24.9, , 31.2, 27.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10983, 155143, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 15:30:00, 1899-12-31 15:30:00, 672, 28, 28, POND3, 25, 7.96, 31.8, 27.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10984, 155144, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 15:30:00, 1899-12-31 15:30:00, 672, 28, 28, POND4, 25, 8.77, 32.5, 27.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10985, 155145, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 15:30:00, 1899-12-31 15:30:00, 672, 28, 28, POND5, 24.9, 7.99, 31, 27.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10986, 155146, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-07 15:30:00, 1899-12-31 15:30:00, 672, 28, 28, POND6, 25, , 34, 27.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10987, 155147, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 08:00:00, 1899-12-31 08:00:00, 688.5, 28.6875, 28.6875, POND1, 24.5, 7.93, 32.2, 24.1, 29.2, , , 29.2, , , , , , , , , , , , FA_10082014_P1_1, , 1119, X3, X5, X7, 20, 20, 20, 1.4176, 1.4265, 1.4161, 1.4247, 1.4333, 1.4233, 1.4185, 1.4272, 1.4168, 10, 0.063, 0.07, 0.073, 0.000699999999999923, 0.000700000000000145, 0.355000000000005, 0.339999999999996, 0.360000000000005, 0.351666666666669, 0.0104083299973357, 2.9597146911855, 0.309999999999999, 0.305, 0.324999999999998, 0.313333333333332, 0.0104083299973295, 3.32180744595624, 12.6760563380297, 10.2941176470578, 9.72222222222411, 10.8974654024372, , 10, 0.085, 0.089, 0.092, 0.886666666666667, 0.396077208753862, -0.120286165874502, 
10988, 155148, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 08:00:00, 1899-12-31 08:00:00, 688.5, 28.6875, 28.6875, POND2, 24.5, 7.9, 30.8, 24.2, 34.3, , , 34.3, , , , , , , , , , , , FA_10082014_P2_1, , 1120, 12A, B24, O16, 26.3, 26, 27, 1.5422, 1.4345, 1.4285, 1.5542, 1.4461, 1.4407, 1.5437, 1.4357, 1.43, 10, 0.11, 0.11, 0.109, 0.00119999999999987, 0.00149999999999983, 0.456273764258556, 0.441064638783264, 0.463878326996197, 0.453738910012672, 0.0116161614574326, 2.56009815360736, 0.399239543726234, 0.395437262357413, 0.406844106463884, 0.400506970849177, 0.00580808072871857, 1.45018218194903, 12.5000000000005, 10.3448275862059, 12.2950819672118, 11.7133031844727, , 10, 0.12, 0.123, 0.125, 1.22666666666667, 0.205158544436705, 0.20430046351273, 
10989, 155149, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 08:00:00, 1899-12-31 08:00:00, 688.5, 28.6875, 28.6875, POND3, 24.7, 7.77, 32.3, 24.2, 36.6, , , 36.6, , , , , , , , , , , , FA_10082014_P3_1, , 1121, O11, Z6, X9, 23, 20, 22.5, 1.4167, 1.4201, 1.4363, 1.4235, 1.4262, 1.4428, 1.4176, 1.421, 1.4373, 10, 0.042, 0.036, 0.036, 0.000900000000000123, 0.00100000000000011, 0.29565217391304, 0.265217391304348, 0.282608695652181, 0.281159420289856, 0.0152690634099303, 5.43074935714013, 0.256521739130435, 0.226086956521733, 0.239130434782611, 0.240579710144927, 0.0152690634099344, 6.34677936918963, 13.2352941176458, 14.7540983606578, 15.3846153846167, 14.4580026209734, , 10, 0.068, 0.058, 0.061, 0.623333333333333, 0.823251567825704, -0.472673857801614, 
10990, 155150, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 08:00:00, 1899-12-31 08:00:00, 688.5, 28.6875, 28.6875, POND4, 24.7, 8.27, 32.4, 24.3, 29.6, , , 29.6, , , , , , , , , , , , FA_10082014_P4_1, , 1122, O18, O7, X18, 20, 20, 20, 1.42, 1.4224, 1.4144, 1.4272, 1.4299, 1.4216, 1.4209, 1.4237, 1.4156, 10, 0.067, 0.075, 0.067, 0.00129999999999986, 0.00119999999999987, 0.360000000000005, 0.374999999999992, 0.359999999999994, 0.364999999999997, 0.00866025403784023, 2.37267233913433, 0.314999999999999, 0.309999999999999, 0.3, 0.308333333333333, 0.00763762615825889, 2.47706794321911, 12.5000000000015, 17.3333333333318, 16.6666666666651, 15.4999999999995, , 10, 0.075, 0.086, 0.083, 0.813333333333333, 0.699127955296393, -0.206614249362999, 
10991, 155151, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 08:00:00, 1899-12-31 08:00:00, 688.5, 28.6875, 28.6875, POND5, 24.6, 7.69, 30.7, 24.2, 37.4, , , 37.4, , , , , , , , , , , , FA_10082014_P5_1, , 1123, 11A, B9, B8, 20, 20, 20, 1.5425, 1.4272, 1.437, 1.5498, 1.4346, 1.4444, 1.5432, 1.428, 1.4379, 10, 0.00740000000000007, 0.00739999999999985, 0.000699999999999923, 0.000799999999999912, 0.000899999999999901, 0.365000000000004, 0.370000000000004, 0.369999999999993, 0.368333333333333, 0.00288675134594461, 0.783733397089033, 0.330000000000008, 0.330000000000008, 0.324999999999998, 0.328333333333338, 0.00288675134595422, 0.879213607904827, 9.58904109588925, 10.8108108108095, 12.1621621621611, 10.8540046896199, , 10, 0.079, 0.085, 0.085, 0.83, 0.417361640378043, -0.186329578191493, 
10992, 155152, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 08:00:00, 1899-12-31 08:00:00, 688.5, 28.6875, 28.6875, POND6, 24.7, 6.7, 33.8, 24.2, 31.3, , , 31.3, , , , , , , , , , , , FA_10082014_P6_1, , 1124, X14, O1, 13A, 20, 20, 20, 1.4211, 1.4175, 1.5448, 1.4284, 1.4247, 1.5518, 1.4222, 1.4184, 1.5454, 10, 0.0072000000000001, 0.00700000000000012, 0.00109999999999988, 0.000900000000000123, 0.000600000000000156, 0.364999999999993, 0.360000000000005, 0.350000000000006, 0.358333333333335, 0.00763762615825405, 2.13143055579182, 0.309999999999999, 0.314999999999999, 0.319999999999998, 0.314999999999999, 0.00499999999999945, 1.58730158730142, 15.0684931506836, 12.5000000000015, 8.57142857143066, 12.0466405740386, , 10, 0.08, 0.085, 0.088, 0.843333333333333, 0.479223543596132, -0.170392985928681, 
10993, 155153, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 12:00:00, 1899-12-31 12:00:00, 692.499999999942, 28.8541666666642, 28.8541666666642, POND1, , , , , 61, , , 61, , , , , , , , , , , , , , , X2, X8, B16, 28.3, 30.3, 33.5, 1.4219, 1.4255, 1.4355, 1.4272, 1.4318, 1.4423, 1.4226, 1.4269, 1.4369, 0.00530000000000008, 0.00629999999999997, 0.00679999999999992, 0.000700000000000145, 0.00140000000000007, 0.00140000000000007, 0.187279151943466, 0.222614840989398, 0.240282685512365, 0.216725559481743, 0.0269880782977347, 12.4526513449874, 0.162544169611305, 0.173144876325085, 0.190812720848051, 0.175500588928147, 0.014280748707869, 8.13715144495373, 13.2075471698139, 22.2222222222234, 20.5882352941189, 18.6726682287187, , 2, 0.222, 0.222, 0.221, 0.443333333333333, 0.130229384027735, -0.813433346434447, 
10994, 155154, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 12:00:00, 1899-12-31 12:00:00, 692.499999999942, 28.8541666666642, 28.8541666666642, POND2, , , , , 64, , , 64, , , , , , , , , , , , , , , Z7, 1A, O17, 35.3, 37, 37, 1.4082, 1.5374, 1.4268, 1.4135, 1.5432, 1.4325, 1.4097, 1.5392, 1.4284, 0.00530000000000008, 0.00579999999999981, 0.00570000000000004, 0.00150000000000006, 0.0017999999999998, 0.00159999999999982, 0.150141643059492, 0.164305949008493, 0.161473087818698, 0.158640226628895, 0.00749504620697864, 4.72455591261334, 0.107648725212465, 0.113314447592068, 0.116147308781876, 0.112370160528803, 0.00432726694519192, 3.85090394534298, 28.3018867924535, 31.0344827586183, 28.0701754385932, 29.135514996555, , 2, 0.156, 0.155, 0.158, 0.312666666666667, 0.488547515453715, -1.16261761864402, 
10995, 155155, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 12:00:00, 1899-12-31 12:00:00, 692.499999999942, 28.8541666666642, 28.8541666666642, POND3, , , , , 66, , , 66, , , , , , , , , , , , , , , O2, X6, O20, 49, 50, 49, 1.4321, 1.422, 1.4206, 1.437, 1.427, 1.4356, 1.4336, 1.4235, 1.4222, 0.00490000000000013, 0.0005, 0.0149999999999999, 0.00150000000000006, 0.0006, 0.00159999999999982, 0.100000000000003, 0.102040816326533, 0.30612244897959, 0.169387755102042, 0.118420114909418, 69.9106702477282, 0.0693877551020422, 0.0714285714285726, 0.273469387755104, 0.13809523809524, 0.11724189323752, 84.8993019995828, 30.6122448979596, 30.0000000000004, 10.6666666666656, 23.7596371882085, , 2, 0.082, 0.082, 0.082, 0.164, 0, -1.80788885115794, 
10996, 155156, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 12:00:00, 1899-12-31 12:00:00, 692.499999999942, 28.8541666666642, 28.8541666666642, POND4, , , , , 52, , , 52, , , , , , , , , , , , , , , 2A, S4, X15, 48, 49, 47.5, 1.5431, 1.4164, 1.4225, 1.553, 1.4263, 1.4319, 1.5449, 1.4185, 1.4241, 0.00990000000000002, 0.0098999999999998, 0.00939999999999985, 0.00180000000000002, 0.00209999999999999, 0.00159999999999982, 0.20625, 0.206249999999996, 0.19583333333333, 0.202777777777775, 0.00601406530405927, 2.96584042391967, 0.16875, 0.162499999999996, 0.162500000000001, 0.164583333333332, 0.0036084391824361, 2.19246937667005, 18.1818181818184, 21.2121212121216, 17.0212765957431, 18.805071996561, , 2, 0.232, 0.233, 0.232, 0.464666666666667, 0.124250416611828, -0.766434976329777, 
10997, 155157, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 12:00:00, 1899-12-31 12:00:00, 692.499999999942, 28.8541666666642, 28.8541666666642, POND5, , , , , 66, , , 66, , , , , , , , , , , , , , , O10, X19, 29A, 48.5, 34, 33, 1.4315, 1.4218, 1.5448, 1.4402, 1.4284, 1.5511, 1.433, 1.4231, 1.5459, 0.00869999999999993, 0.00659999999999994, 0.00629999999999997, 0.00150000000000006, 0.00130000000000008, 0.0011000000000001, 0.179381443298968, 0.136082474226803, 0.129896907216494, 0.148453608247422, 0.0269622615064368, 18.1620789314194, 0.14845360824742, 0.109278350515461, 0.107216494845358, 0.12164948453608, 0.0232359333393497, 19.1007248637032, 17.2413793103456, 19.6969696969711, 17.4603174603191, 18.1328888225453, , 2, 0.19, 0.192, 0.192, 0.382666666666667, 0.301751011771582, -0.960590990770735, 
10998, 155158, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 12:00:00, 1899-12-31 12:00:00, 692.499999999942, 28.8541666666642, 28.8541666666642, POND6, , , , , 72, , , 72, , , , , , , , , , , , , , , C6, O14, B3, 34, 37, 39, 1.4293, 1.4201, 1.4366, 1.4335, 1.4245, 1.4412, 1.4306, 1.4214, 1.4379, 0.00419999999999998, 0.00440000000000018, 0.00459999999999994, 0.00130000000000008, 0.00130000000000008, 0.00129999999999986, 0.123529411764705, 0.129411764705888, 0.135294117647057, 0.129411764705883, 0.00588235294117583, 4.54545454545401, 0.085294117647056, 0.0911764705882383, 0.0970588235294141, 0.0911764705882361, 0.00588235294117909, 6.45161290322862, 30.952380952383, 29.5454545454551, 28.2608695652147, 29.5862350210176, , 2, 0.103, 0.103, 0.103, 0.206, 0, -1.57987911019256, 
10999, 155159, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 15:00:00, 1899-12-31 15:00:00, 695.499999999942, 28.9791666666642, 28.9791666666642, POND1, 24.9, 7.94, 33.6, 29.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11000, 155160, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 15:00:00, 1899-12-31 15:00:00, 695.499999999942, 28.9791666666642, 28.9791666666642, POND2, 24.9, , 33.9, 29.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11001, 155161, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 15:00:00, 1899-12-31 15:00:00, 695.499999999942, 28.9791666666642, 28.9791666666642, POND3, 25, 7.95, 35.4, 29.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11002, 155162, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 15:00:00, 1899-12-31 15:00:00, 695.499999999942, 28.9791666666642, 28.9791666666642, POND4, 24.9, 8.77, 34.7, 29.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11003, 155163, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 15:00:00, 1899-12-31 15:00:00, 695.499999999942, 28.9791666666642, 28.9791666666642, POND5, 25, 7.96, 34.2, 29.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11004, 155164, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-08 15:00:00, 1899-12-31 15:00:00, 695.499999999942, 28.9791666666642, 28.9791666666642, POND6, 25.1, , 35.5, 30.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11005, 155165, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 08:00:00, 1899-12-31 08:00:00, 712.5, 29.6875, 29.6875, POND1, 24.6, 7.8, 33.7, 23.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.243, 0.243, 0.244, 0.486666666666667, 0.118633616956773, -0.720175852947865, 
11006, 155166, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 08:00:00, 1899-12-31 08:00:00, 712.5, 29.6875, 29.6875, POND2, 24.6, 8.1, 33.8, 23.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.19, 0.189, 0.19, 0.379333333333333, 0.152201301192344, -0.969339952963971, 
11007, 155167, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 08:00:00, 1899-12-31 08:00:00, 712.5, 29.6875, 29.6875, POND3, 24.6, 7.89, 36, 23.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.108, 0.108, 0.108, 0.216, 0, -1.53247687129797, 
11008, 155168, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 08:00:00, 1899-12-31 08:00:00, 712.5, 29.6875, 29.6875, POND4, 24.5, 8.37, 34.3, 23.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.26, 0.26, 0.26, 0.52, 0, -0.653926467406664, 
11009, 155169, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 08:00:00, 1899-12-31 08:00:00, 712.5, 29.6875, 29.6875, POND5, 24.8, 7.8, 34.4, 23.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.201, 0.204, 0.203, 0.405333333333333, 0.376856553861497, -0.903045505124134, 
11010, 155170, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 08:00:00, 1899-12-31 08:00:00, 712.5, 29.6875, 29.6875, POND6, 24.8, 8.4, 35.7, 23.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.131, 0.132, 0.132, 0.263333333333333, 0.219246937666947, -1.33433462218918, 
11011, 155171, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 15:00:00, 1899-12-31 15:00:00, 719.499999999942, 29.9791666666642, 29.9791666666642, POND1, 25, 7.97, 33.7, 29.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11012, 155172, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 15:00:00, 1899-12-31 15:00:00, 719.499999999942, 29.9791666666642, 29.9791666666642, POND2, 24.8, , 34, 30.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11013, 155173, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 15:00:00, 1899-12-31 15:00:00, 719.499999999942, 29.9791666666642, 29.9791666666642, POND3, 24.8, 7.98, 35.6, 30.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11014, 155174, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 15:00:00, 1899-12-31 15:00:00, 719.499999999942, 29.9791666666642, 29.9791666666642, POND4, 25, 8.77, 34.5, 30.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11015, 155175, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 15:00:00, 1899-12-31 15:00:00, 719.499999999942, 29.9791666666642, 29.9791666666642, POND5, 25, 7.98, 34.6, 30.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11016, 155176, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-09 15:00:00, 1899-12-31 15:00:00, 719.499999999942, 29.9791666666642, 29.9791666666642, POND6, 25, 8.38, 36.1, 30.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
